title,year,total_words_f,total_words_m,num_characters_f,num_characters_m,pct_words_f,pct_words_m,pct_chars_f,pct_chars_m,avg_male_words,avg_female_words,dominant_gender,total_nominations,total_wins,nominated,df_type
forgetting sarah marshall,2008,3254.0,5746.0,3.0,4.0,0.3615555555555556,0.6384444444444445,0.42857142857142855,0.5714285714285714,1436.5,1084.6666666666667,m,0,0,False,Other
forrest gump,1994,1549.0,7541.0,3.0,6.0,0.1704070407040704,0.8295929592959296,0.3333333333333333,0.6666666666666666,1256.8333333333333,516.3333333333334,m,11,5,True,Other
four lions,2010,186.0,9760.0,1.0,8.0,0.01870098532073195,0.9812990146792681,0.1111111111111111,0.8888888888888888,1220.0,186.0,m,0,0,False,Other
four rooms,1995,10102.0,16108.0,11.0,7.0,0.38542541014879816,0.6145745898512018,0.6111111111111112,0.3888888888888889,2301.1428571428573,918.3636363636364,m,0,0,False,Other
foxcatcher,2014,0.0,8057.0,0.0,6.0,0.0,1.0,0.0,1.0,1342.8333333333333,0.0,m,3,0,True,Other
fracture,2007,3612.0,20676.0,4.0,6.0,0.14871541501976285,0.8512845849802372,0.4,0.6,3446.0,903.0,m,0,0,False,Other
frailty,2001,0.0,10387.0,0.0,6.0,0.0,1.0,0.0,1.0,1731.1666666666667,0.0,m,0,0,False,Other
frankenstein,1931,425.0,3374.0,1.0,4.0,0.1118715451434588,0.8881284548565412,0.2,0.8,843.5,425.0,m,0,0,False,Other
frankenweenie,2012,1219.0,2952.0,2.0,6.0,0.2922560537041477,0.7077439462958524,0.25,0.75,492.0,609.5,f,1,0,True,Other
freddy vs jason,2003,3001.0,4595.0,4.0,9.0,0.3950763559768299,0.6049236440231701,0.3076923076923077,0.6923076923076923,510.55555555555554,750.25,f,0,0,False,Other
freddys dead the final nightmare,1991,877.0,2667.0,2.0,6.0,0.2474604966139955,0.7525395033860045,0.25,0.75,444.5,438.5,m,0,0,False,Other
french connection ii,1975,148.0,2348.0,1.0,5.0,0.05929487179487179,0.9407051282051282,0.16666666666666666,0.8333333333333334,469.6,148.0,m,0,0,False,Other
frequency,2000,1154.0,12286.0,3.0,9.0,0.08586309523809524,0.9141369047619048,0.25,0.75,1365.111111111111,384.6666666666667,m,0,0,False,Other
friday the 13th,1980,1639.0,1574.0,5.0,4.0,0.5101151571739807,0.4898848428260193,0.5555555555555556,0.4444444444444444,393.5,327.8,m,0,0,False,Other
friday the 13th,2009,1671.0,2958.0,5.0,8.0,0.3609850939727803,0.6390149060272197,0.38461538461538464,0.6153846153846154,369.75,334.2,m,0,0,False,Other
friday the 13th part iii,1982,2374.0,2071.0,6.0,6.0,0.5340832395950507,0.4659167604049494,0.5,0.5,345.1666666666667,395.6666666666667,f,0,0,False,Other
friday the 13th part viii jason takes manhattan,1989,2432.0,3162.0,5.0,8.0,0.43475151948516266,0.5652484805148373,0.38461538461538464,0.6153846153846154,395.25,486.4,f,0,0,False,Other
fried green tomatoes,1991,8796.0,1869.0,9.0,7.0,0.8247538677918425,0.17524613220815752,0.5625,0.4375,267.0,977.3333333333334,f,1,0,True,Other
friends with benefits,2011,4084.0,3703.0,4.0,3.0,0.5244638500064209,0.475536149993579,0.5714285714285714,0.42857142857142855,1234.3333333333333,1021.0,m,0,0,False,Other
fright night,2011,3092.0,13916.0,4.0,7.0,0.18179680150517405,0.8182031984948259,0.36363636363636365,0.6363636363636364,1988.0,773.0,m,0,0,False,Other
from dusk till dawn,1996,2016.0,18216.0,3.0,10.0,0.099644128113879,0.900355871886121,0.23076923076923078,0.7692307692307693,1821.6,672.0,m,0,0,False,Other
from dusk till dawn 2 texas blood money,1999,0.0,5557.0,0.0,7.0,0.0,1.0,0.0,1.0,793.8571428571429,0.0,m,0,0,False,Other
frostnixon,2008,492.0,13136.0,1.0,7.0,0.03610214264749046,0.9638978573525095,0.125,0.875,1876.5714285714287,492.0,m,4,0,True,Other
frozen,2013,2922.0,3875.0,2.0,6.0,0.42989554215094894,0.5701044578490511,0.25,0.75,645.8333333333334,1461.0,f,2,2,True,Other
frozen river,2008,9884.0,4134.0,4.0,7.0,0.7050934512769297,0.2949065487230703,0.36363636363636365,0.6363636363636364,590.5714285714286,2471.0,f,1,0,True,Other
fruitvale station,2013,2955.0,4226.0,6.0,8.0,0.4115025762428631,0.5884974237571369,0.42857142857142855,0.5714285714285714,528.25,492.5,m,0,0,False,Other
full metal jacket,1987,102.0,14124.0,1.0,17.0,0.007169970476592155,0.9928300295234078,0.05555555555555555,0.9444444444444444,830.8235294117648,102.0,m,1,0,True,Other
fun with dick and jane,2005,832.0,1082.0,2.0,2.0,0.4346917450365726,0.5653082549634274,0.5,0.5,541.0,416.0,m,0,0,False,Other
funny people,2009,7596.0,36278.0,6.0,10.0,0.1731321511601404,0.8268678488398596,0.375,0.625,3627.8,1266.0,m,0,0,False,Other
fury,2014,0.0,6838.0,0.0,6.0,0.0,1.0,0.0,1.0,1139.6666666666667,0.0,m,0,0,False,Other
galaxy quest,1999,1493.0,8030.0,2.0,10.0,0.1567783261577234,0.8432216738422766,0.16666666666666666,0.8333333333333334,803.0,746.5,m,0,0,False,Other
game 6,2005,3864.0,12176.0,6.0,12.0,0.24089775561097257,0.7591022443890274,0.3333333333333333,0.6666666666666666,1014.6666666666666,644.0,m,0,0,False,Other
gamer,2009,565.0,1657.0,3.0,5.0,0.2542754275427543,0.7457245724572458,0.375,0.625,331.4,188.33333333333334,m,0,0,False,Other
gandhi,1982,623.0,13387.0,2.0,17.0,0.04446823697359029,0.9555317630264097,0.10526315789473684,0.8947368421052632,787.4705882352941,311.5,m,10,7,True,Other
gang related,1997,3588.0,21340.0,3.0,16.0,0.14393453145057766,0.8560654685494223,0.15789473684210525,0.8421052631578947,1333.75,1196.0,m,0,0,False,Other
gangs of new york,2002,1419.0,10005.0,2.0,13.0,0.12421218487394958,0.8757878151260504,0.13333333333333333,0.8666666666666667,769.6153846153846,709.5,m,9,0,True,Other
gangster squad,2013,991.0,8474.0,2.0,13.0,0.10470153195985209,0.8952984680401479,0.13333333333333333,0.8666666666666667,651.8461538461538,495.5,m,0,0,False,Other
garden state,2004,4784.0,13390.0,6.0,11.0,0.2632331902718169,0.7367668097281831,0.35294117647058826,0.6470588235294118,1217.2727272727273,797.3333333333334,m,0,0,False,Other
gattaca,1997,458.0,4982.0,1.0,10.0,0.08419117647058824,0.9158088235294117,0.09090909090909091,0.9090909090909091,498.2,458.0,m,1,0,True,Other
get carter,2000,1142.0,3867.0,3.0,6.0,0.22798961868636455,0.7720103813136354,0.3333333333333333,0.6666666666666666,644.5,380.6666666666667,m,0,0,False,Other
get hard,2015,1064.0,9330.0,3.0,9.0,0.10236675004810468,0.8976332499518953,0.25,0.75,1036.6666666666667,354.6666666666667,m,0,0,False,Other
get him to the greek,2010,1154.0,11164.0,2.0,4.0,0.09368403961682091,0.9063159603831791,0.3333333333333333,0.6666666666666666,2791.0,577.0,m,0,0,False,Other
get low,2009,2008.0,11588.0,3.0,7.0,0.1476904972050603,0.8523095027949397,0.3,0.7,1655.4285714285713,669.3333333333334,m,0,0,False,Other
get on up,2014,264.0,7328.0,1.0,7.0,0.03477344573234984,0.9652265542676501,0.125,0.875,1046.857142857143,264.0,m,0,0,False,Other
get shorty,1995,3092.0,18656.0,5.0,11.0,0.14217399301085157,0.8578260069891485,0.3125,0.6875,1696.0,618.4,m,0,0,False,Other
ghost,1990,8604.0,11322.0,2.0,7.0,0.43179765130984643,0.5682023486901535,0.2222222222222222,0.7777777777777778,1617.4285714285713,4302.0,f,4,1,True,Other
ghost ship,2002,2928.0,13070.0,2.0,3.0,0.18302287785973248,0.8169771221402675,0.4,0.6,4356.666666666667,1464.0,m,0,0,False,Other
ghost story,1981,769.0,3924.0,4.0,7.0,0.16386106967824418,0.8361389303217558,0.36363636363636365,0.6363636363636364,560.5714285714286,192.25,m,0,0,False,Other
ghost town,2008,2258.0,9996.0,4.0,6.0,0.1842663620042435,0.8157336379957565,0.4,0.6,1666.0,564.5,m,0,0,False,Other
ghost world,2001,18692.0,9122.0,7.0,10.0,0.6720356654921982,0.3279643345078018,0.4117647058823529,0.5882352941176471,912.2,2670.285714285714,f,1,0,True,Other
ghostbusters,1984,1591.0,9140.0,2.0,6.0,0.14826204454384492,0.851737955456155,0.25,0.75,1523.3333333333333,795.5,m,2,0,True,Other
ghostbusters ii,1989,4106.0,18706.0,5.0,13.0,0.1799929861476416,0.8200070138523584,0.2777777777777778,0.7222222222222222,1438.923076923077,821.2,m,0,0,False,Other
gi jane,1997,4267.0,4104.0,4.0,9.0,0.5097359933102378,0.4902640066897623,0.3076923076923077,0.6923076923076923,456.0,1066.75,f,0,0,False,Other
gi joe the rise of cobra,2009,3173.0,10868.0,2.0,13.0,0.2259810554803789,0.774018944519621,0.13333333333333333,0.8666666666666667,836.0,1586.5,f,0,0,False,Other
ginger snaps,2000,7287.0,1640.0,4.0,4.0,0.8162876666293267,0.18371233337067325,0.5,0.5,410.0,1821.75,f,0,0,False,Other
girl with a pearl earring,2003,4362.0,3916.0,7.0,5.0,0.5269388741241846,0.4730611258758154,0.5833333333333334,0.4166666666666667,783.2,623.1428571428571,m,3,0,True,Other
gladiator,2000,2778.0,15594.0,1.0,11.0,0.15120836054866102,0.848791639451339,0.08333333333333333,0.9166666666666666,1417.6363636363637,2778.0,f,10,4,True,Other
gleaming the cube,1989,1190.0,6508.0,2.0,7.0,0.1545856066510782,0.8454143933489218,0.2222222222222222,0.7777777777777778,929.7142857142857,595.0,m,0,0,False,Other
glory,1989,643.0,7714.0,2.0,13.0,0.07694148617925092,0.9230585138207491,0.13333333333333333,0.8666666666666667,593.3846153846154,321.5,m,4,2,True,Other
glory road,2006,341.0,11071.0,1.0,17.0,0.029880827199439186,0.9701191728005608,0.05555555555555555,0.9444444444444444,651.2352941176471,341.0,m,0,0,False,Other
go,1999,4160.0,9704.0,4.0,12.0,0.3000577034045009,0.6999422965954991,0.25,0.75,808.6666666666666,1040.0,f,0,0,False,Other
gods and monsters,1998,3648.0,19588.0,4.0,7.0,0.1569977620933035,0.8430022379066965,0.36363636363636365,0.6363636363636364,2798.285714285714,912.0,m,1,1,True,Other
goldeneye,1995,899.0,2103.0,2.0,3.0,0.2994670219853431,0.7005329780146569,0.4,0.6,701.0,449.5,m,0,0,False,Other
gone in sixty seconds,2000,1362.0,8820.0,2.0,10.0,0.13376546847377727,0.8662345315262228,0.16666666666666666,0.8333333333333334,882.0,681.0,m,0,0,False,Other
good luck chuck,2007,449.0,6023.0,2.0,3.0,0.06937577255871447,0.9306242274412856,0.4,0.6,2007.6666666666667,224.5,m,0,0,False,Other
good night and good luck,2005,1438.0,7213.0,3.0,9.0,0.16622355797017685,0.8337764420298232,0.25,0.75,801.4444444444445,479.3333333333333,m,5,0,True,Other
good will hunting,1997,3352.0,19054.0,1.0,7.0,0.14960278496831206,0.850397215031688,0.125,0.875,2722.0,3352.0,f,6,1,True,Other
goodfellas,1990,2996.0,11056.0,5.0,7.0,0.21320808425846854,0.7867919157415314,0.4166666666666667,0.5833333333333334,1579.4285714285713,599.2,m,0,0,False,Other
gosford park,2001,5387.0,5321.0,9.0,15.0,0.5030818079940231,0.49691819200597687,0.375,0.625,354.73333333333335,598.5555555555555,f,5,1,True,Other
gothika,2003,8680.0,5568.0,6.0,7.0,0.6092083099382369,0.39079169006176306,0.46153846153846156,0.5384615384615384,795.4285714285714,1446.6666666666667,f,0,0,False,Other
gran torino,2008,4000.0,29092.0,4.0,14.0,0.12087513598452798,0.879124864015472,0.2222222222222222,0.7777777777777778,2078.0,1000.0,m,0,0,False,Other
grand hotel,1932,7978.0,22792.0,3.0,14.0,0.2592785180370491,0.740721481962951,0.17647058823529413,0.8235294117647058,1628.0,2659.3333333333335,f,0,0,False,Other
grand theft parsons,2003,3598.0,13876.0,4.0,13.0,0.20590591736293923,0.7940940826370608,0.23529411764705882,0.7647058823529411,1067.3846153846155,899.5,m,0,0,False,Other
grandma,2015,6909.0,818.0,6.0,2.0,0.8941374401449463,0.1058625598550537,0.75,0.25,409.0,1151.5,f,0,0,False,Other
gravity,2013,2580.0,3089.0,1.0,2.0,0.4551067207620392,0.5448932792379608,0.3333333333333333,0.6666666666666666,1544.5,2580.0,f,9,7,True,Other
green lantern,2011,1582.0,7545.0,2.0,10.0,0.17333187246630877,0.8266681275336912,0.16666666666666666,0.8333333333333334,754.5,791.0,f,0,0,False,Other
green zone,2010,750.0,6862.0,1.0,13.0,0.09852863899106673,0.9014713610089332,0.07142857142857142,0.9285714285714286,527.8461538461538,750.0,f,0,0,False,Other
greenberg,2010,3554.0,7323.0,6.0,2.0,0.32674450675737793,0.673255493242622,0.75,0.25,3661.5,592.3333333333334,m,0,0,False,Other
gremlins,1984,1099.0,5460.0,4.0,11.0,0.16755602988260407,0.8324439701173959,0.26666666666666666,0.7333333333333333,496.3636363636364,274.75,m,0,0,False,Other
gremlins 2 the new batch,1990,2246.0,5219.0,4.0,9.0,0.30087073007367715,0.6991292699263228,0.3076923076923077,0.6923076923076923,579.8888888888889,561.5,m,0,0,False,Other
grindhouse,2007,1654.0,4682.0,2.0,9.0,0.2610479797979798,0.7389520202020202,0.18181818181818182,0.8181818181818182,520.2222222222222,827.0,f,0,0,False,Other
grosse pointe blank,1997,1684.0,5227.0,5.0,10.0,0.24366951237158155,0.7563304876284185,0.3333333333333333,0.6666666666666666,522.7,336.8,m,0,0,False,Other
groundhog day,1993,2727.0,6221.0,3.0,5.0,0.3047608404112651,0.695239159588735,0.375,0.625,1244.2,909.0,m,0,0,False,Other
hackers,1995,2180.0,10390.0,2.0,12.0,0.17342879872712808,0.8265712012728719,0.14285714285714285,0.8571428571428571,865.8333333333334,1090.0,f,0,0,False,Other
hall pass,2011,6302.0,15848.0,9.0,9.0,0.28451467268623026,0.7154853273137698,0.5,0.5,1760.888888888889,700.2222222222222,m,0,0,False,Other
halloween,1978,2308.0,1052.0,3.0,3.0,0.6869047619047619,0.3130952380952381,0.5,0.5,350.6666666666667,769.3333333333334,f,0,0,False,Other
halloween,2007,2875.0,1827.0,4.0,5.0,0.6114419396001701,0.3885580603998299,0.4444444444444444,0.5555555555555556,365.4,718.75,f,0,0,False,Other
halloween 4 the return of michael myers,1988,1641.0,1966.0,5.0,6.0,0.45494871084003324,0.5450512891599667,0.45454545454545453,0.5454545454545454,327.6666666666667,328.2,f,0,0,False,Other
halloween 5,1989,2259.0,1727.0,5.0,5.0,0.5667335674862017,0.4332664325137983,0.5,0.5,345.4,451.8,f,0,0,False,Other
halloween h20 20 years later,1998,2710.0,2308.0,6.0,8.0,0.5400557991231566,0.45994420087684335,0.42857142857142855,0.5714285714285714,288.5,451.6666666666667,f,0,0,False,Other
halloween ii,1981,2095.0,1777.0,7.0,6.0,0.5410640495867769,0.45893595041322316,0.5384615384615384,0.46153846153846156,296.1666666666667,299.2857142857143,f,0,0,False,Other
halloween resurrection,2002,1774.0,2302.0,4.0,6.0,0.4352306182531894,0.5647693817468106,0.4,0.6,383.6666666666667,443.5,f,0,0,False,Other
halloween the curse of michael myers,1995,1552.0,3493.0,5.0,7.0,0.3076313181367691,0.692368681863231,0.4166666666666667,0.5833333333333334,499.0,310.4,m,0,0,False,Other
hanna,2011,5722.0,4759.0,4.0,9.0,0.5459402728747257,0.4540597271252743,0.3076923076923077,0.6923076923076923,528.7777777777778,1430.5,f,0,0,False,Other
hannah and her sisters,1986,13660.0,18834.0,5.0,13.0,0.42038530190188955,0.5796146980981104,0.2777777777777778,0.7222222222222222,1448.7692307692307,2732.0,f,5,1,True,Other
hannibal,2001,2265.0,5343.0,1.0,10.0,0.2977129337539432,0.7022870662460567,0.09090909090909091,0.9090909090909091,534.3,2265.0,f,0,0,False,Other
hannibal rising,2007,737.0,4024.0,1.0,6.0,0.15479941188825877,0.8452005881117413,0.14285714285714285,0.8571428571428571,670.6666666666666,737.0,f,0,0,False,Other
hanover street,1979,2936.0,6241.0,2.0,6.0,0.31993026043369294,0.6800697395663071,0.25,0.75,1040.1666666666667,1468.0,f,0,0,False,Other
happy birthday wanda june,1971,3219.0,10740.0,3.0,5.0,0.23060391145497527,0.7693960885450247,0.375,0.625,2148.0,1073.0,m,0,0,False,Other
happy campers,2001,5265.0,7799.0,4.0,6.0,0.40301592161665645,0.5969840783833436,0.4,0.6,1299.8333333333333,1316.25,f,0,0,False,Other
happy feet,2006,222.0,2677.0,1.0,1.0,0.07657813038978958,0.9234218696102104,0.5,0.5,2677.0,222.0,m,1,1,True,Other
hard rain,1998,1009.0,6879.0,2.0,9.0,0.1279158215010142,0.8720841784989858,0.18181818181818182,0.8181818181818182,764.3333333333334,504.5,m,0,0,False,Other
hard times,1975,427.0,5164.0,1.0,6.0,0.07637274190663566,0.9236272580933643,0.14285714285714285,0.8571428571428571,860.6666666666666,427.0,m,0,0,False,Other
hard to kill,1990,1302.0,3256.0,2.0,6.0,0.2856516015796402,0.7143483984203598,0.25,0.75,542.6666666666666,651.0,f,0,0,False,Other
hardcore,1979,2132.0,6177.0,5.0,9.0,0.2565892405825009,0.7434107594174991,0.35714285714285715,0.6428571428571429,686.3333333333334,426.4,m,0,0,False,Other
hardware,1990,661.0,2983.0,1.0,6.0,0.1813940724478595,0.8186059275521405,0.14285714285714285,0.8571428571428571,497.1666666666667,661.0,f,0,0,False,Other
harold  kumar go to white castle,2004,868.0,10055.0,4.0,15.0,0.07946534834752357,0.9205346516524764,0.21052631578947367,0.7894736842105263,670.3333333333334,217.0,m,0,0,False,Other
harold and maude,1971,7877.0,4938.0,6.0,5.0,0.61467030823254,0.38532969176746,0.5454545454545454,0.45454545454545453,987.6,1312.8333333333333,f,0,0,False,Other
harper,1966,910.0,1346.0,5.0,4.0,0.4033687943262411,0.5966312056737588,0.5555555555555556,0.4444444444444444,336.5,182.0,m,0,0,False,Other
harry potter and the chamber of secrets,2002,2440.0,14445.0,5.0,16.0,0.1445069588392064,0.8554930411607936,0.23809523809523808,0.7619047619047619,902.8125,488.0,m,0,0,False,Other
harry potter and the goblet of fire,2005,3472.0,16212.0,5.0,19.0,0.1763869132290185,0.8236130867709816,0.20833333333333334,0.7916666666666666,853.2631578947369,694.4,m,1,0,True,Other
harry potter and the halfblood prince,2009,2249.0,10693.0,5.0,10.0,0.17377530520785042,0.8262246947921495,0.3333333333333333,0.6666666666666666,1069.3,449.8,m,1,0,True,Other
harry potter and the prisoner of azkaban,2004,3213.0,12268.0,5.0,16.0,0.20754473225243847,0.7924552677475615,0.23809523809523808,0.7619047619047619,766.75,642.6,m,2,0,True,Other
harry potter and the sorcerers stone,2001,1582.0,6466.0,3.0,12.0,0.19657057654075547,0.8034294234592445,0.2,0.8,538.8333333333334,527.3333333333334,m,3,0,True,Other
hatchet,2006,1140.0,2471.0,3.0,5.0,0.31570202160066463,0.6842979783993354,0.375,0.625,494.2,380.0,m,0,0,False,Other
hatchet ii,2010,743.0,3977.0,2.0,8.0,0.15741525423728814,0.8425847457627119,0.2,0.8,497.125,371.5,m,0,0,False,Other
hatchet iii,2013,2487.0,2403.0,3.0,6.0,0.5085889570552147,0.49141104294478527,0.3333333333333333,0.6666666666666666,400.5,829.0,f,0,0,False,Other
hate crime,2012,217.0,4900.0,1.0,5.0,0.04240766073871409,0.957592339261286,0.16666666666666666,0.8333333333333334,980.0,217.0,m,0,0,False,Other
hearts in atlantis,2001,1608.0,4116.0,2.0,2.0,0.2809224318658281,0.7190775681341719,0.5,0.5,2058.0,804.0,m,0,0,False,Other
heat,1995,1098.0,4020.0,4.0,14.0,0.21453692848769051,0.7854630715123095,0.2222222222222222,0.7777777777777778,287.14285714285717,274.5,m,0,0,False,Other
heathers,1988,6649.0,4299.0,6.0,12.0,0.6073255389112167,0.39267446108878334,0.3333333333333333,0.6666666666666666,358.25,1108.1666666666667,f,0,0,False,Other
heaven is for real,2014,1859.0,6564.0,3.0,5.0,0.22070521191974357,0.7792947880802564,0.375,0.625,1312.8,619.6666666666666,m,0,0,False,Other
heavenly creatures,1994,11060.0,970.0,7.0,2.0,0.9193682460515378,0.08063175394846218,0.7777777777777778,0.2222222222222222,485.0,1580.0,f,1,0,True,Other
heist,2001,927.0,5664.0,1.0,6.0,0.1406463359126081,0.8593536640873919,0.14285714285714285,0.8571428571428571,944.0,927.0,m,0,0,False,Other
hellboy,2004,806.0,5472.0,2.0,10.0,0.12838483593501115,0.8716151640649888,0.16666666666666666,0.8333333333333334,547.2,403.0,m,0,0,False,Other
hellboy ii the golden army,2008,1999.0,8230.0,2.0,7.0,0.19542477270505426,0.8045752272949458,0.2222222222222222,0.7777777777777778,1175.7142857142858,999.5,m,1,0,True,Other
hellraiser,1987,3084.0,4280.0,3.0,4.0,0.418794133623031,0.581205866376969,0.42857142857142855,0.5714285714285714,1070.0,1028.0,m,0,0,False,Other
hellraiser deader,2005,2225.0,3303.0,2.0,4.0,0.4024963820549928,0.5975036179450073,0.3333333333333333,0.6666666666666666,825.75,1112.5,f,0,0,False,Other
hellraiser hellseeker,2002,2402.0,4995.0,5.0,5.0,0.32472624036771663,0.6752737596322833,0.5,0.5,999.0,480.4,m,0,0,False,Other
hellraiser iii hell on earth,1992,3040.0,2175.0,5.0,5.0,0.5829338446788112,0.4170661553211889,0.5,0.5,435.0,608.0,f,0,0,False,Other
henry fool,1997,1619.0,6800.0,6.0,7.0,0.19230312388644732,0.8076968761135527,0.46153846153846156,0.5384615384615384,971.4285714285714,269.8333333333333,m,0,0,False,Other
henry poole is here,2008,2758.0,2886.0,5.0,3.0,0.48866052445074415,0.5113394755492559,0.625,0.375,962.0,551.6,m,0,0,False,Other
henrys crime,2010,2965.0,10692.0,2.0,11.0,0.2171047814307681,0.7828952185692319,0.15384615384615385,0.8461538461538461,972.0,1482.5,f,0,0,False,Other
her,2013,5216.0,5009.0,5.0,5.0,0.5101222493887531,0.48987775061124694,0.5,0.5,1001.8,1043.2,f,5,1,True,Other
hercules,1997,1294.0,7445.0,2.0,9.0,0.14807186176908113,0.8519281382309188,0.18181818181818182,0.8181818181818182,827.2222222222222,647.0,m,1,0,True,Other
hereafter,2010,2583.0,4478.0,7.0,13.0,0.36581220790256336,0.6341877920974366,0.35,0.65,344.46153846153845,369.0,f,1,0,True,Other
hero,1992,3804.0,8604.0,4.0,13.0,0.3065764023210832,0.6934235976789168,0.23529411764705882,0.7647058823529411,661.8461538461538,951.0,f,0,0,False,Other
hes just not that into you,2009,15708.0,11042.0,12.0,15.0,0.587214953271028,0.412785046728972,0.4444444444444444,0.5555555555555556,736.1333333333333,1309.0,f,0,0,False,Other
hesher,2010,3462.0,6109.0,4.0,6.0,0.3617176888517396,0.6382823111482604,0.4,0.6,1018.1666666666666,865.5,m,0,0,False,Other
high fidelity,2000,10270.0,31114.0,8.0,7.0,0.2481635414653006,0.7518364585346994,0.5333333333333333,0.4666666666666667,4444.857142857143,1283.75,m,0,0,False,Other
highlander,1986,1720.0,4386.0,3.0,9.0,0.28169014084507044,0.7183098591549296,0.25,0.75,487.3333333333333,573.3333333333334,f,0,0,False,Other
highlander endgame,2000,1029.0,7796.0,2.0,11.0,0.11660056657223795,0.8833994334277621,0.15384615384615385,0.8461538461538461,708.7272727272727,514.5,m,0,0,False,Other
his girl friday,1940,5979.0,11610.0,3.0,12.0,0.33992836431860823,0.6600716356813918,0.2,0.8,967.5,1993.0,f,0,0,False,Other
hitch,2005,3631.0,6483.0,4.0,5.0,0.35900731659086416,0.6409926834091358,0.4444444444444444,0.5555555555555556,1296.6,907.75,m,0,0,False,Other
hitchcock,2012,2378.0,5300.0,3.0,7.0,0.3097160718937223,0.6902839281062777,0.3,0.7,757.1428571428571,792.6666666666666,f,1,0,True,Other
holes,2003,829.0,6583.0,1.0,8.0,0.11184565569347005,0.88815434430653,0.1111111111111111,0.8888888888888888,822.875,829.0,f,0,0,False,Other
hollow man,2000,6032.0,10502.0,3.0,5.0,0.36482399903229706,0.6351760009677029,0.375,0.625,2100.4,2010.6666666666667,m,1,0,True,Other
home alone,1990,757.0,1795.0,2.0,4.0,0.2966300940438871,0.7033699059561128,0.3333333333333333,0.6666666666666666,448.75,378.5,m,2,0,True,Other
honeydripper,2007,2733.0,10461.0,5.0,14.0,0.20713960891314234,0.7928603910868577,0.2631578947368421,0.7368421052631579,747.2142857142857,546.6,m,0,0,False,Other
hook,1991,2335.0,5172.0,5.0,6.0,0.311043026508592,0.688956973491408,0.45454545454545453,0.5454545454545454,862.0,467.0,m,5,0,True,Other
hope and glory,1987,3234.0,4463.0,5.0,7.0,0.4201637001429128,0.5798362998570872,0.4166666666666667,0.5833333333333334,637.5714285714286,646.8,f,5,0,True,Other
horns,2013,1997.0,8335.0,6.0,10.0,0.19328300425861403,0.806716995741386,0.375,0.625,833.5,332.8333333333333,m,0,0,False,Other
horrible bosses,2011,1125.0,11150.0,3.0,7.0,0.09164969450101833,0.9083503054989817,0.3,0.7,1592.857142857143,375.0,m,0,0,False,Other
horrible bosses 2,2014,377.0,9988.0,2.0,9.0,0.03637240713941148,0.9636275928605885,0.18181818181818182,0.8181818181818182,1109.7777777777778,188.5,m,0,0,False,Other
hostage,2005,669.0,6075.0,3.0,9.0,0.09919928825622776,0.9008007117437722,0.25,0.75,675.0,223.0,m,0,0,False,Other
hot fuzz,2007,627.0,8845.0,3.0,11.0,0.06619510135135136,0.9338048986486487,0.21428571428571427,0.7857142857142857,804.0909090909091,209.0,m,0,0,False,Other
hot rod,2007,1793.0,10634.0,3.0,6.0,0.1442826104449988,0.8557173895550012,0.3333333333333333,0.6666666666666666,1772.3333333333333,597.6666666666666,m,0,0,False,Other
hot stuff,1979,1048.0,7059.0,2.0,10.0,0.12927100037005057,0.8707289996299494,0.16666666666666666,0.8333333333333334,705.9,524.0,m,0,0,False,Other
hot tub time machine,2010,1169.0,12196.0,2.0,8.0,0.08746726524504302,0.912532734754957,0.2,0.8,1524.5,584.5,m,0,0,False,Other
hotel rwanda,2004,1008.0,6113.0,3.0,13.0,0.14155315264710014,0.8584468473528999,0.1875,0.8125,470.2307692307692,336.0,m,1,0,True,Other
house of 1000 corpses,2003,3062.0,5325.0,4.0,8.0,0.3650888279480148,0.6349111720519852,0.3333333333333333,0.6666666666666666,665.625,765.5,f,0,0,False,Other
house of games,1987,1458.0,1690.0,1.0,2.0,0.46315120711562896,0.536848792884371,0.3333333333333333,0.6666666666666666,845.0,1458.0,f,0,0,False,Other
house of the damned,1996,1828.0,2776.0,3.0,4.0,0.3970460469157255,0.6029539530842746,0.42857142857142855,0.5714285714285714,694.0,609.3333333333334,m,0,0,False,Other
house of wax,2005,1153.0,1514.0,3.0,4.0,0.432320959880015,0.567679040119985,0.42857142857142855,0.5714285714285714,378.5,384.3333333333333,f,0,0,False,Other
house on haunted hill,1999,1816.0,4963.0,2.0,4.0,0.2678861188965924,0.7321138811034076,0.3333333333333333,0.6666666666666666,1240.75,908.0,m,0,0,False,Other
how do you know,2010,5179.0,7217.0,4.0,5.0,0.41779606324620844,0.5822039367537916,0.4444444444444444,0.5555555555555556,1443.4,1294.75,m,0,0,False,Other
how to lose friends  alienate people,2008,5181.0,11350.0,7.0,5.0,0.31341116689855425,0.6865888331014458,0.5833333333333334,0.4166666666666667,2270.0,740.1428571428571,m,0,0,False,Other
how to train your dragon,2010,1947.0,14848.0,2.0,6.0,0.11592735933313486,0.8840726406668651,0.25,0.75,2474.6666666666665,973.5,m,2,0,True,Other
how to train your dragon 2,2014,1887.0,6638.0,3.0,8.0,0.22134897360703812,0.7786510263929619,0.2727272727272727,0.7272727272727273,829.75,629.0,m,1,0,True,Other
hudson hawk,1991,1903.0,8880.0,3.0,11.0,0.17648149865529072,0.8235185013447093,0.21428571428571427,0.7857142857142857,807.2727272727273,634.3333333333334,m,0,0,False,Other
